Stations_id,lat,lon
13670,51.5088,6.7018
13674,49.2942,8.9054
13675,52.0818,9.4077
13696,51.5966,7.4049
13700,51.3329,7.3411
13710,48.5734,12.2576
13711,50.6819,11.5150
13713,51.0899,7.6290
13776,52.1789,9.9524
13777,52.2467,10.9592
13903,54.0167,8.3167
13904,55.0000,6.3333
14138,52.1655,14.1224
14311,50.1505,6.5526
15000,50.7983,6.0244
15207,51.2835,9.3590
15444,48.4418,9.9216
15526,53.5467,9.9716
15555,47.8761,10.5848
15926,49.3410,12.1330
,,
