Stations_id,lat,lon
01667,53.7970,9.4295
01684,51.1622,14.9506
01689,49.7656,11.3061
01691,51.5003,9.9506
01694,53.6060,12.1033
01709,50.8500,13.9333
01721,49.6640,11.2239
01735,48.7893,13.6291
01736,53.5731,10.6797
01748,50.4788,9.2620
01757,54.0967,13.4056
01758,54.1000,13.4500
01759,54.2437,13.9102
01761,50.6500,12.2000
01762,50.6249,12.1777
01766,52.1344,7.6969
01803,54.0714,12.3238
01832,49.1130,13.1342
01833,49.0851,13.2801
01834,50.8519,10.4665
01844,47.9410,11.9000
01849,48.8126,11.5728
01863,50.2667,9.1854
01869,53.3153,13.9338
01875,48.9354,9.7364
01886,48.4878,10.2607
01890,53.7667,12.2167
01891,51.8771,8.3577
01920,51.4129,7.4895
01957,51.5138,11.9499
01960,51.4831,11.9671
01964,49.9445,6.3821
01972,53.4793,10.2415
01973,53.5598,9.9874
01975,53.6332,9.9881
01979,53.4213,10.1462
01981,53.4777,9.8957
01986,53.4699,10.1804
01987,53.5467,9.9662
01990,53.5853,10.1293
01993,52.0848,9.3896
02000,50.1205,8.9243
02005,52.7199,10.5987
02014,52.4644,9.6779
02023,48.7918,10.7062
02039,51.9002,10.5699
02044,51.6520,11.1367
02048,53.6342,9.6038
02053,51.6868,10.8631
02069,48.8629,13.0670
02074,48.3751,8.9801
02078,54.2181,9.0853
02080,49.4206,8.6676
02081,49.3981,8.7251
02083,49.4192,8.6051
02088,48.6765,10.1307
02092,50.1691,7.9949
02095,49.1448,9.2333
02110,51.0411,6.1042
02115,54.1750,7.8920
02120,52.2164,11.0219
02122,53.9701,9.0095
02147,52.1264,8.6865
02151,51.0048,10.1705
02159,48.5915,8.8541
02160,50.8444,10.6904
02166,51.0167,14.7500
02167,49.7672,7.3356
02171,50.8519,9.7378
02173,51.5890,7.1548
02174,51.6255,10.3695
02187,49.9281,9.2870
02201,54.5750,13.1044
02206,52.1408,9.8838
02211,50.7371,7.6528
02223,50.3674,10.5687
02225,50.9167,14.3667
02226,50.4707,10.9106
02228,47.8983,8.1055
02250,49.1279,12.8645
02252,50.8990,14.7457
02260,50.3230,11.9077
02261,50.3122,11.8761
02264,51.5337,9.4786
02268,50.1352,10.5156
02289,52.6667,12.3333
02290,47.8009,11.0108
02302,50.9632,11.4847
02303,54.3146,9.5390
02306,54.3194,10.6732
02315,51.7657,13.1666
02318,50.2182,7.9133
02319,47.8823,11.6962
02323,51.8529,9.4953
02324,51.7659,9.5447
02327,50.7316,9.0032
02331,49.3278,7.3533
02338,52.3333,7.5500
02344,50.1511,11.6980
02349,48.6136,8.2034
02354,51.4379,14.2426
02360,48.6018,11.6769
02362,50.5651,7.4843
02374,54.4752,9.0564
02385,49.6927,7.3264
02388,48.0419,7.6322
02396,51.8667,10.6833
02406,49.2967,9.6520
02409,48.7662,11.4539
02410,48.7112,11.5362
02417,48.1644,12.0307
02422,51.3768,7.7644
02429,53.9897,9.5696
02437,54.4570,9.5203
02444,50.9251,11.5830
02451,51.7954,12.9583
02456,53.5322,7.8806
02464,53.5316,9.6752
02474,50.9104,6.4093
02475,52.0000,13.1009
02480,50.0643,8.9930
02483,51.1803,8.4891
02485,48.9171,9.6872
02486,49.4262,7.7557
02488,48.7701,10.7876
02494,51.7329,6.2688
02497,50.5014,6.5264
02502,51.3180,10.1348
02503,50.6266,10.1455
02506,51.2667,14.0833
02521,48.6765,11.2961
02522,49.0382,8.3641
02532,51.2963,9.4424
02533,51.3340,9.4506
02542,47.8652,10.6007
02543,48.0916,10.8609
02546,48.5576,7.8800
02559,47.7233,10.3348
02564,54.3761,10.1433
02565,54.3378,10.0929
02575,49.1804,9.9800
02578,53.9995,11.4341
02597,50.2241,10.0792
02600,49.7363,10.1781
02601,50.2218,8.4469
02609,53.9587,10.3293
02618,50.8458,10.4803
02621,52.4036,13.2319
02627,51.5555,13.8845
02629,51.7612,6.0954
02638,48.1054,8.7549
02641,51.5185,12.9065
02654,49.0265,8.7554
02657,50.3369,7.5992
02665,50.9615,6.9712
02667,50.8646,7.1575
02680,50.2840,10.4456
02689,53.2279,9.6527
02691,48.6707,11.2173
02700,48.8302,11.4872
02701,51.1329,11.7252
02703,51.8550,9.3239
02704,51.7511,12.0094
02708,47.6652,11.0804
02712,47.6774,9.1901
02717,51.2662,8.8309
02750,50.2523,11.3209
02761,48.2510,10.4163
02770,53.9015,10.2359
02773,49.4283,11.9016
02775,49.2795,9.6925
02780,50.1003,11.4494
02783,48.5126,12.1513
02790,49.5592,7.4134
02794,52.9363,12.4093
02796,53.9156,12.2790
02812,48.3647,7.8280
02814,48.5121,9.7645
02821,51.9603,10.0157
02829,48.0772,10.9144
02830,48.0349,10.8709
02831,48.5357,12.1132
02843,50.0075,8.6547
02856,51.9173,13.0878
02857,51.1173,10.6568
02861,53.7445,7.4775
02872,52.8457,7.3489
02878,51.3910,11.8788
02879,49.5781,9.7142
02886,48.2176,9.9097
02905,48.1849,10.8507
02906,54.7750,8.9808
02907,54.7903,8.9514
02912,54.7419,9.8791
02915,50.4833,11.4500
02920,48.7654,12.5121
02923,47.9116,10.6124
02925,51.3933,10.3123
02928,51.3151,12.4462
02931,51.3920,12.3962
02932,51.4348,12.2396
02947,51.1333,8.0348
02949,48.5396,9.5275
02950,54.2190,10.8844
02951,53.1007,11.4864
02953,47.8597,8.2308
02961,54.4996,10.2737
02963,51.3167,12.0333
02968,50.9894,6.9777
02985,50.9383,14.2093
02996,48.7726,8.7287
03001,48.0674,7.6770
03004,50.4116,8.0605
03007,49.4111,8.3980
03015,52.2085,14.1180
03016,47.5980,9.8878
03018,49.7117,8.7804
03023,52.5181,7.3081
03028,51.7855,8.8388
03031,51.6336,8.3945
03032,55.0110,8.4125
03034,50.4505,11.6350
03042,50.5617,8.2386
03044,52.7198,7.7472
03045,52.7432,7.8763
03056,50.0103,9.6100
03062,50.0352,7.8197
03076,49.4606,8.4246
03082,51.9333,13.8833
03083,51.9267,13.8797
03085,53.8773,10.6915
03086,53.8025,10.6988
03088,53.8953,10.7040
03093,52.9724,11.1374
03096,51.2131,7.6359
03098,51.2452,7.6425
03101,51.7694,7.4128
03103,53.2657,10.4240
03113,50.7663,10.7201
03126,52.1029,11.5827
03135,49.0643,9.5820
03137,49.9656,8.2139
03139,48.2166,11.2965
03147,48.7726,12.2177
03155,50.1015,6.8009
03158,52.5468,14.5452
03160,51.6084,11.4139
03164,50.8492,8.7746
03166,50.6510,13.1469
03167,50.6620,7.9602
03170,54.4937,11.2405
03196,53.3223,11.9319
03204,50.7334,10.8815
03211,48.9359,13.5747
03212,50.3249,7.2300
03222,52.3411,9.1403
03223,47.6985,9.2753
03226,51.7259,11.5109
03228,51.0976,7.6670
03231,50.5612,10.3771
03234,51.1294,13.4327
03236,52.2044,8.3382
03244,47.9820,10.1384
03245,47.9833,10.2333
03246,50.3667,7.3167
03253,47.8309,8.0699
03254,52.7156,7.3176
03257,49.4773,9.7622
03268,48.1694,8.9433
03271,48.8548,12.9189
03278,48.5376,9.2733
03284,49.6691,9.0085
03287,49.7176,9.0997
03289,50.7281,11.7838
03291,49.7120,9.2258
03300,50.2285,9.1064
03307,47.4779,11.2653
03313,49.7328,8.7771
03317,53.6128,10.6943
03319,49.7644,9.2530
03320,51.1970,6.4499
03340,50.4383,7.8061
03348,51.7209,9.8352
03362,48.9721,8.8734
03366,48.2791,12.5024
03370,51.2076,10.3956
03376,52.5176,14.1232
03379,48.1631,11.5429
03382,48.1441,11.6000
03383,48.1635,11.5019
03385,48.1660,11.5011
03388,48.0919,11.6486
03390,48.1369,11.7094
03402,48.3851,9.4837
03404,51.9494,7.5906
03425,48.9729,9.5708
03426,51.5660,14.7009
03432,48.5667,8.7184
03442,50.3574,8.7506
03478,53.5468,13.1914
03484,48.7097,11.2096
03485,48.3115,10.3773
03486,49.2931,9.2722
03490,50.5346,7.0853
03509,53.1020,13.0421
03512,50.5000,11.1500
03513,50.5002,11.1344
03518,47.9760,8.9101
03519,47.9519,8.9932
03527,50.8923,9.4050
03532,54.3609,10.6015
03537,54.0873,9.9791
03540,50.8446,7.3720
03541,50.8956,7.3081
03545,49.3436,7.2295
03552,52.9037,12.8072
03565,49.5728,10.6001
03571,49.8174,11.8638
03575,49.3570,8.1405
03576,49.3478,8.1822
03577,53.3585,13.0502
03578,48.9832,12.1443
03590,50.2335,8.8923
03591,50.6743,6.4240
03595,50.4107,7.8080
03603,49.3895,9.9666
03605,48.5334,10.2430
03612,52.6711,9.2229
03621,48.8253,10.5067
03623,50.8294,6.6602
03631,53.7123,7.1519
03639,53.7647,8.6583
03640,52.4124,7.0640
03659,50.3391,6.9501
03660,50.3601,6.8697
03666,49.5008,11.1070
03667,49.4258,11.2538
03668,49.5030,11.0549
03671,48.6321,9.3261
03672,48.6207,8.8962
03679,47.6187,12.1666
03694,50.7005,10.7256
03705,48.3147,8.5735
03722,48.2443,11.5528
03730,47.3986,10.2760
03734,49.1280,9.3525
03735,48.2635,12.2760
03739,49.4521,12.4366
03744,51.6018,9.5383
03751,48.0449,9.8822
03752,50.0300,11.8074
03753,52.2042,7.1784
03761,49.2070,9.5175
03776,50.0946,8.7546
03777,48.4593,7.9255
03788,50.8646,14.7628
03790,53.1018,8.2516
03791,53.1763,8.1824
03811,51.2960,13.0928
03815,52.2553,8.0534
03818,52.7167,11.7333
03821,51.0873,11.9292
03825,49.5033,7.2773
03836,50.4538,10.2211
03856,47.6383,10.4313
03857,47.6362,10.3892
03867,53.0643,7.4814
03875,49.1510,11.6896
03878,48.5807,13.4152
03879,48.5779,13.4694
03883,50.5999,11.9966
03897,54.0893,10.8773
03903,49.5114,6.3857
03904,49.5356,6.3804
03915,51.9893,13.3608
03922,49.1162,10.8598
03924,48.9059,8.7412
03925,48.9329,8.6973
03927,47.9344,9.2869
03929,49.2511,8.4415
03939,49.1912,7.5879
03946,50.4819,12.1300
03955,54.1590,10.4020
03974,49.5058,11.5142
03975,49.4777,11.5357
03987,52.3813,13.0622
03988,52.3822,13.0622
04005,47.8588,12.3624
04018,48.1877,11.2206
04024,54.3643,13.4771
04029,52.6691,7.9544
04032,51.7953,11.1320
04036,51.3895,11.5412
04038,53.7276,9.9071
04039,53.7331,9.8776
04053,47.7458,9.0007
04063,52.4461,8.5906
04066,47.9091,11.1048
04077,48.8471,8.1869
04079,51.1765,11.4183
04091,47.7327,12.6827
04094,47.8062,9.6206
04100,51.6243,7.1820
04104,49.0424,12.1021
04125,47.7238,12.8740
04127,50.9906,7.6958
04149,50.5602,13.2222
04152,47.6783,8.1527
04154,51.1800,7.2505
04156,54.2878,9.6749
04160,48.7425,8.9240
04166,48.5051,9.1833
04169,48.6703,7.9939
04174,52.2887,7.3866
04175,47.5590,7.7721
04177,48.9726,8.3301
04189,48.1479,9.4596
04222,50.5263,12.4091
04233,50.3833,9.5167
04240,50.6407,6.2058
04261,47.8754,12.1280
04271,54.1803,12.0808
04275,53.1288,9.3398
04278,49.2511,11.0934
04280,49.2164,11.1036
04287,49.3848,10.1732
04288,52.1038,8.1808
04294,48.4704,8.9687
04300,48.1814,8.6356
04301,49.8502,7.8710
04320,54.0934,10.2223
04323,49.6468,7.8837
04327,48.8765,13.0490
04330,48.8026,8.9557
04332,50.6563,11.3894
04336,49.2128,7.1077
04339,49.2231,7.0168
04347,51.5909,10.5691
04349,48.9569,9.0710
04354,48.7832,13.3146
04364,52.0355,10.3054
04367,52.0781,9.5520
04371,52.1042,8.7521
04373,52.8568,11.1430
04377,50.3517,10.0034
04391,53.9878,9.1125
04393,54.3279,8.6031
04396,49.4672,7.2036
04397,49.5025,7.2020
04401,51.6334,8.1872
04411,49.9195,8.9671
04419,47.9556,7.7134
04425,49.4864,7.0290
04433,48.1994,9.7700
04436,50.8166,9.8460
04438,49.9750,11.0395
04442,51.9119,9.1533
04445,51.7658,10.6533
04464,50.5679,11.8041
04466,54.5275,9.5487
04468,54.5227,9.5649
04474,49.7961,7.7583
04479,50.3849,9.5358
04480,50.3447,9.5534
04484,53.6615,10.2543
04485,50.7250,10.4539
04489,51.8833,10.7667
04490,49.4149,6.8360
04501,50.6546,10.7693
04505,50.5000,12.4500
04508,50.2968,6.4194
04548,50.2046,12.1435
04557,47.6463,7.8439
04559,49.1643,12.6175
04560,50.4925,9.1226
04571,51.8369,10.4312
04576,49.3261,11.0120
04581,48.7768,9.8025
04582,49.0817,9.6868
04584,48.3667,11.8000
04586,50.1394,8.0627
04592,49.3278,12.0870
04593,51.9639,11.1208
04597,47.5769,10.7181
04605,50.6440,11.1937
04606,51.5167,14.3500
04612,50.5513,12.7678
04621,50.0575,10.2160
04625,53.6425,11.3872
04629,54.5166,9.1420
04642,52.8911,11.7297
04649,50.8698,7.3228
04651,51.9040,10.1885
04656,53.9278,10.2993
04664,50.1969,12.1727
04692,50.8534,7.9966
04702,48.1000,9.2500
04703,48.0719,9.1942
04704,47.5776,9.7404
04705,49.7595,12.3891
04706,48.2719,13.0273
04709,49.9996,7.5981
04719,49.2447,8.8787
04729,50.2882,9.4583
04741,51.1402,7.0930
04745,52.9604,9.7931
04748,51.3520,10.9059
04752,50.3746,11.1828
04763,51.0607,9.9266
04765,51.2801,9.9849
04775,49.7858,11.8211
04782,51.6040,12.1093
04818,50.1531,11.7403
04837,47.9869,7.9466
04841,53.6946,8.8735
04847,51.3629,9.6902
04857,53.5527,9.6094
04878,51.6646,10.8811
04881,47.8591,9.0152
04887,48.6657,9.8646
04896,54.6654,9.8050
04911,48.8275,12.5598
04926,48.7896,9.2167
04927,48.7693,9.1814
04928,48.8282,9.2000
04931,48.6883,9.2235
04933,48.7091,9.2147
04939,51.7333,11.1167
04977,52.5447,11.9724
04978,50.6390,10.0228
04987,49.6122,9.6747
04997,50.9771,12.3419
05009,53.7610,12.5574
05014,53.2758,8.9857
05017,50.4002,11.3889
05024,52.2333,12.0500
05029,49.4738,7.0386
05032,49.8850,9.8469
05039,50.8430,10.1613
05046,49.8576,12.3542
05047,47.9394,8.1933
05059,47.7280,7.9988
05063,47.7566,11.5819
05064,51.2897,6.4437
05067,51.7643,9.5628
05068,51.5833,13.0000
05074,47.8663,12.6566
05075,47.8516,12.6182
05078,53.9619,10.8892
05088,54.5337,13.2460
05097,54.0661,12.7675
05099,49.7326,6.6131
05100,49.7479,6.6582
05105,48.3132,9.2472
05107,48.2814,9.3137
05109,53.5997,13.3039
05111,48.0311,12.5396
05120,48.5198,9.0515
05127,48.0083,8.8179
05128,47.9552,8.7565
05133,51.3344,8.9132
05138,47.7713,9.1562
05142,53.7444,14.0697
05146,52.9414,10.5289
05149,49.5741,10.1916
05155,48.3837,9.9524
05158,52.1601,11.1759
05165,52.8499,10.2898
05185,49.5933,11.0704
05229,48.0453,8.4608
05236,52.8318,8.3112
05244,49.2581,6.8612
05250,48.0908,7.6353
05252,52.1030,9.5845
05267,52.0722,11.0222
05275,49.2445,8.5374
05277,50.8119,9.1280
05279,51.6194,9.5749
05280,53.9224,10.2267
05282,51.1197,13.6744
05284,48.8279,9.3228
05291,47.9760,8.1558
05296,51.2070,9.0658
05300,50.2596,8.3607
05306,48.9293,13.4641
05317,50.0097,12.2979
05320,47.6172,8.2388
05335,50.8963,10.5484
05344,53.7852,7.8533
05347,51.5040,9.1118
05349,53.5196,12.6654
05361,50.6271,9.4420
05369,48.0572,12.2202
05371,50.4973,9.9428
05377,47.5714,12.9337
05397,49.6663,12.1845
05398,49.1965,10.6487
05403,49.5900,10.2588
05404,48.4025,11.6946
05410,50.4732,8.2588
05419,50.9751,11.3076
05424,51.0176,11.3544
05426,49.3758,8.1213
05429,49.1512,9.2920
05431,53.0333,11.8000
05433,49.5534,6.8120
05434,50.0858,11.2364
05435,48.8457,8.9073
05440,49.0116,10.9308
05442,51.2002,11.9154
05445,51.2120,10.9956
05453,48.1880,7.6977
05460,48.1477,8.6954
05463,52.0654,14.6898
05467,47.7035,12.0119
05480,51.5763,7.8879
05488,49.9622,10.0482
05490,51.8454,10.7686
05498,49.7667,9.5428
05514,54.8991,8.3123
05516,54.5284,11.0605
05538,47.8827,11.1576
05541,50.1320,8.3170
05543,50.0863,8.1872
05546,52.1207,12.4585
05559,48.7848,8.5764
05562,48.6516,8.6801
05568,51.1056,9.1081
05575,53.5901,8.1060
05582,51.2940,8.6026
05609,48.8031,9.4699
05624,53.9026,11.4254
05629,51.8892,12.6445
05640,53.5504,7.6672
05642,53.1833,12.5167
05643,53.1864,12.4949
05644,51.3493,9.8438
05654,49.2178,10.2296
05663,53.4618,13.6099
05664,48.2953,8.2391
05675,52.4411,10.7587
05676,52.3962,10.6892
05681,49.5811,7.6234
05692,49.6051,8.3659
05703,49.7964,9.8949
05705,49.7703,9.9577
05707,49.7995,9.9280
05715,52.4605,9.4311
05717,51.2248,7.1053
05719,51.2051,7.2000
05728,52.8039,12.8714
05731,47.6783,8.3801
05732,54.6928,8.5271
05745,52.9664,13.3268
05750,51.0314,12.1495
05761,51.9642,12.0996
05778,54.0801,13.8989
05779,50.7314,13.7516
05792,47.4209,10.9847
05797,50.6878,12.4329
05800,49.0280,13.2385
05802,49.0007,13.2137
05821,52.8482,8.7190
05822,52.8630,8.6988
05825,52.6198,12.7867
05832,53.1007,11.0455
05839,53.3881,7.2287
05856,48.5451,13.3531
05871,49.9462,7.2645
05885,48.6582,9.4203
05890,47.6777,11.0473
05904,48.6493,11.7772
05906,49.5090,8.5541
05912,51.1318,9.5189
05920,50.4485,7.4275
05930,54.6410,10.0238
05941,47.6754,12.4698
05971,48.8787,9.6342
06086,52.7786,13.7590
06093,53.2139,10.4704
06095,51.0838,13.4486
06105,54.3194,9.8051
06109,53.3837,14.3728
06110,53.8545,13.4949
06112,54.2670,13.1430
06129,51.0593,14.4266
06157,53.6410,8.0808
06158,49.2247,10.6084
06159,52.9542,7.3196
06163,54.1654,10.3519
06170,52.0192,14.7254
06182,48.7757,12.1743
06184,53.5333,8.1667
06186,50.1989,7.8651
06196,50.1587,12.0386
06197,51.8664,9.2709
06199,54.2484,13.0418
06217,49.2406,6.9351
06219,48.8768,11.1043
06258,47.6845,9.4409
06259,49.0210,9.6032
06260,49.3328,9.7040
06262,48.7695,9.8737
06263,47.7738,8.8219
06264,51.4140,8.6500
06265,52.3613,12.3867
06266,52.0304,10.9626
06272,50.8426,10.2518
06273,52.5075,11.8551
06275,48.6705,9.4627
06304,49.3533,11.5053
06305,51.2061,10.4978
06310,54.1049,13.8239
06312,49.5314,10.6418
06314,51.0507,13.3003
06336,50.0132,9.6540
06337,51.7663,7.5193
06344,50.3940,8.1423
06346,48.2070,11.2035
06347,50.0579,10.2972
07075,48.7020,11.8493
07099,52.0111,10.3966
07105,47.8350,12.6548
07106,52.0714,8.4565
07135,47.9655,9.6804
07187,49.7636,9.4063
07244,53.1424,13.0319
07298,54.5268,9.0425
07319,48.7351,10.7415
07321,51.1507,11.3321
07325,47.4167,10.9794
07329,50.5467,12.2863
07330,51.4634,7.9780
07331,48.6099,10.2674
07341,50.0900,8.7862
07343,50.6199,13.4816
07350,49.1088,12.8231
07351,53.3175,13.4175
07364,51.6820,12.3042
07367,51.9644,9.8072
07368,51.0007,10.3621
07369,49.1623,10.3662
07370,49.3909,12.6838
07373,53.5984,6.7024
07374,52.0814,6.9410
07389,52.7461,13.8427
07393,51.4493,14.2533
07394,50.0315,11.9745
07395,48.6596,12.5388
07396,50.5084,9.2247
07403,47.7955,10.0324
07410,50.7513,9.0224
07412,50.0083,9.4239
07419,50.6610,12.0757
07420,51.1044,11.7112
07424,47.7724,12.9073
07427,54.0188,9.9255
07428,50.4167,10.8156
07431,48.0130,11.5524
07432,52.6423,10.6627
